Id,Signatory,Language,Order,Factor
19233,Municipality of Torres Vedras,en,1,A process has been established for prioritizing identified hazards
19233,Municipality of Torres Vedras,en,1,A process has been established to update the assessment at least every five years
19233,Municipality of Torres Vedras,en,1,Assessment considers nature
19233,Municipality of Torres Vedras,en,1,Assessment considers transition risks
19233,Municipality of Torres Vedras,en,1,Assessment considers vulnerable populations
19233,Municipality of Torres Vedras,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
19233,Municipality of Torres Vedras,en,1,Assessment includes consultation with partners
19233,Municipality of Torres Vedras,en,1,Assessment includes sectors and/or urban systems
19233,Municipality of Torres Vedras,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
19233,Municipality of Torres Vedras,en,2,A process has been established for prioritizing identified hazards
19233,Municipality of Torres Vedras,en,2,A process has been established to update the assessment at least every five years
19233,Municipality of Torres Vedras,en,2,Assessment considers nature
19233,Municipality of Torres Vedras,en,2,Assessment considers transition risks
19233,Municipality of Torres Vedras,en,2,Assessment considers vulnerable populations
19233,Municipality of Torres Vedras,en,2,Assessment considers water security
19233,Municipality of Torres Vedras,en,2,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
19233,Municipality of Torres Vedras,en,2,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
2025001,Province of Las Palmas de Gran Canaria,en,1,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,1,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,1,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,10,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,10,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,10,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,11,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,11,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,11,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,12,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,12,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,12,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,13,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,13,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,13,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,14,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,14,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,14,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,15,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,15,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,15,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,16,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,16,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,16,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,17,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,17,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,17,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,18,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,18,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,18,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,19,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,19,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,19,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,20,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,20,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,20,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,21,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,21,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,21,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,22,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,22,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,22,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,3,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,3,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,3,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,4,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,4,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,4,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,5,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,5,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,5,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,6,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,6,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,6,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,7,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,7,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,7,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,8,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,8,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,8,Assessment considers vulnerable populations
2025001,Province of Las Palmas de Gran Canaria,en,9,A process has been established for prioritizing identified hazards
2025001,Province of Las Palmas de Gran Canaria,en,9,A process has been established to update the assessment at least every five years
2025001,Province of Las Palmas de Gran Canaria,en,9,Assessment considers vulnerable populations
2025003,Province of Granada,en,1,A process has been established for prioritizing identified hazards
2025003,Province of Granada,en,1,Assessment considers nature
2025003,Province of Granada,en,1,Assessment considers vulnerable populations
2025003,Province of Granada,en,1,Assessment considers water security
2025003,Province of Granada,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
2025003,Province of Granada,en,1,Assessment includes consultation with partners
2025003,Province of Granada,en,1,Assessment includes sectors and/or urban systems
2025003,Province of Granada,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
31009,Copenhagen Municipality,en,1,A process has been established for prioritizing identified hazards
31009,Copenhagen Municipality,en,1,A process has been established to update the assessment at least every five years
31009,Copenhagen Municipality,en,1,Assessment considers nature
31009,Copenhagen Municipality,en,1,Assessment considers vulnerable populations
31009,Copenhagen Municipality,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
31009,Copenhagen Municipality,en,1,Assessment includes consultation with partners
31009,Copenhagen Municipality,en,1,Assessment includes sectors and/or urban systems
31009,Copenhagen Municipality,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
31009,Copenhagen Municipality,en,2,A process has been established for prioritizing identified hazards
31009,Copenhagen Municipality,en,2,A process has been established to update the assessment at least every five years
31009,Copenhagen Municipality,en,2,Assessment considers nature
31009,Copenhagen Municipality,en,2,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
31009,Copenhagen Municipality,en,2,Assessment includes consultation with partners
31009,Copenhagen Municipality,en,2,Assessment includes sectors and/or urban systems
31009,Copenhagen Municipality,en,2,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
31009,Copenhagen Municipality,en,3,A process has been established for prioritizing identified hazards
31009,Copenhagen Municipality,en,3,A process has been established to update the assessment at least every five years
31009,Copenhagen Municipality,en,3,Assessment considers nature
31009,Copenhagen Municipality,en,3,Assessment considers transition risks
31009,Copenhagen Municipality,en,3,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
31009,Copenhagen Municipality,en,3,Assessment includes consultation with partners
31009,Copenhagen Municipality,en,3,Assessment includes sectors and/or urban systems
31009,Copenhagen Municipality,en,3,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
31009,Copenhagen Municipality,en,4,A process has been established for prioritizing identified hazards
31009,Copenhagen Municipality,en,4,Assessment considers nature
31009,Copenhagen Municipality,en,4,Assessment considers transition risks
31009,Copenhagen Municipality,en,4,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
31009,Copenhagen Municipality,en,4,Assessment includes sectors and/or urban systems
31163,Istanbul Metropolitan Municipality,en,1,Assessment considers nature
31163,Istanbul Metropolitan Municipality,en,1,Assessment considers transition risks
31163,Istanbul Metropolitan Municipality,en,1,Assessment considers vulnerable populations
31163,Istanbul Metropolitan Municipality,en,1,Assessment includes consultation with partners
31163,Istanbul Metropolitan Municipality,en,1,Assessment includes sectors and/or urban systems
31163,Istanbul Metropolitan Municipality,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
31163,Istanbul Metropolitan Municipality,en,2,A process has been established for prioritizing identified hazards
31163,Istanbul Metropolitan Municipality,en,2,A process has been established to update the assessment at least every five years
31163,Istanbul Metropolitan Municipality,en,2,Assessment considers nature
31163,Istanbul Metropolitan Municipality,en,2,Assessment considers transition risks
31163,Istanbul Metropolitan Municipality,en,2,Assessment considers vulnerable populations
31163,Istanbul Metropolitan Municipality,en,2,Assessment considers water security
31163,Istanbul Metropolitan Municipality,en,2,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
31163,Istanbul Metropolitan Municipality,en,2,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
31163,Istanbul Metropolitan Municipality,en,3,Assessment considers nature
31163,Istanbul Metropolitan Municipality,en,3,Assessment considers transition risks
31163,Istanbul Metropolitan Municipality,en,3,Assessment considers vulnerable populations
31163,Istanbul Metropolitan Municipality,en,3,Assessment considers water security
31163,Istanbul Metropolitan Municipality,en,3,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
31163,Istanbul Metropolitan Municipality,en,3,Assessment includes consultation with partners
31163,Istanbul Metropolitan Municipality,en,3,Assessment includes sectors and/or urban systems
31163,Istanbul Metropolitan Municipality,en,4,A process has been established for prioritizing identified hazards
31163,Istanbul Metropolitan Municipality,en,4,Assessment considers nature
31163,Istanbul Metropolitan Municipality,en,4,Assessment considers vulnerable populations
31163,Istanbul Metropolitan Municipality,en,4,Assessment considers water security
31163,Istanbul Metropolitan Municipality,en,4,Assessment includes consultation with partners
31163,Istanbul Metropolitan Municipality,en,4,Assessment includes sectors and/or urban systems
31163,Istanbul Metropolitan Municipality,en,4,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
31175,City of Paris,en,1,A process has been established for prioritizing identified hazards
31175,City of Paris,en,1,Assessment considers nature
31175,City of Paris,en,1,Assessment considers transition risks
31175,City of Paris,en,1,Assessment considers vulnerable populations
31175,City of Paris,en,1,Assessment considers water security
31175,City of Paris,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
31175,City of Paris,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
31179,Municipality of Rotterdam,en,1,A process has been established for prioritizing identified hazards
31179,Municipality of Rotterdam,en,1,A process has been established to update the assessment at least every five years
31179,Municipality of Rotterdam,en,1,Assessment considers nature
31179,Municipality of Rotterdam,en,1,Assessment considers transition risks
31179,Municipality of Rotterdam,en,1,Assessment considers vulnerable populations
31179,Municipality of Rotterdam,en,1,Assessment considers water security
31179,Municipality of Rotterdam,en,1,Assessment includes consultation with partners
31179,Municipality of Rotterdam,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
31185,City of Warsaw,en,1,A process has been established for prioritizing identified hazards
31185,City of Warsaw,en,1,Assessment considers vulnerable populations
31185,City of Warsaw,en,1,Assessment considers water security
31185,City of Warsaw,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
36152,City of Tallinn,en,1,Assessment includes consultation with partners
36152,City of Tallinn,en,2,Assessment considers nature
36152,City of Tallinn,en,2,Assessment considers water security
36152,City of Tallinn,en,2,Assessment includes consultation with partners
36152,City of Tallinn,en,2,Assessment includes sectors and/or urban systems
36159,City of Lisbon,en,1,A process has been established for prioritizing identified hazards
36159,City of Lisbon,en,1,A process has been established to update the assessment at least every five years
36159,City of Lisbon,en,1,Assessment considers nature
36159,City of Lisbon,en,1,Assessment considers transition risks
36159,City of Lisbon,en,1,Assessment considers vulnerable populations
36159,City of Lisbon,en,1,Assessment considers water security
36159,City of Lisbon,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
36159,City of Lisbon,en,1,Assessment includes consultation with partners
36159,City of Lisbon,en,1,Assessment includes sectors and/or urban systems
36159,City of Lisbon,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
36159,City of Lisbon,en,2,Assessment considers nature
36159,City of Lisbon,en,2,Assessment considers water security
36159,City of Lisbon,en,3,Assessment considers nature
36159,City of Lisbon,en,3,Assessment considers vulnerable populations
36159,City of Lisbon,en,3,Assessment considers water security
36159,City of Lisbon,en,3,Assessment includes sectors and/or urban systems
36159,City of Lisbon,en,3,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
36159,City of Lisbon,en,4,A process has been established for prioritizing identified hazards
36159,City of Lisbon,en,4,A process has been established to update the assessment at least every five years
36159,City of Lisbon,en,4,Assessment considers nature
36159,City of Lisbon,en,4,Assessment considers transition risks
36159,City of Lisbon,en,4,Assessment considers vulnerable populations
36159,City of Lisbon,en,4,Assessment considers water security
36159,City of Lisbon,en,4,Assessment includes consultation with partners
36159,City of Lisbon,en,4,Assessment includes sectors and/or urban systems
36159,City of Lisbon,en,4,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
36159,City of Lisbon,en,5,A process has been established for prioritizing identified hazards
36159,City of Lisbon,en,5,Assessment considers nature
36159,City of Lisbon,en,5,Assessment considers transition risks
36159,City of Lisbon,en,5,Assessment considers vulnerable populations
36159,City of Lisbon,en,5,Assessment includes consultation with partners
36159,City of Lisbon,en,5,Assessment includes sectors and/or urban systems
36159,City of Lisbon,en,6,A process has been established for prioritizing identified hazards
36159,City of Lisbon,en,6,Assessment considers nature
36159,City of Lisbon,en,6,Assessment considers transition risks
36159,City of Lisbon,en,6,Assessment considers vulnerable populations
36159,City of Lisbon,en,6,Assessment considers water security
36159,City of Lisbon,en,6,Assessment includes consultation with partners
36159,City of Lisbon,en,6,Assessment includes sectors and/or urban systems
36159,City of Lisbon,en,6,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
43921,City of Zagreb,en,1,A process has been established to update the assessment at least every five years
43921,City of Zagreb,en,1,Assessment considers nature
43921,City of Zagreb,en,1,Assessment considers water security
43921,City of Zagreb,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
43921,City of Zagreb,en,1,Assessment includes consultation with partners
43921,City of Zagreb,en,1,Assessment includes sectors and/or urban systems
43940,City of Malmö,en,1,A process has been established for prioritizing identified hazards
43940,City of Malmö,en,1,A process has been established to update the assessment at least every five years
43940,City of Malmö,en,1,Assessment considers nature
43940,City of Malmö,en,1,Assessment considers transition risks
43940,City of Malmö,en,1,Assessment considers vulnerable populations
43940,City of Malmö,en,1,Assessment considers water security
43940,City of Malmö,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
43940,City of Malmö,en,1,Assessment includes consultation with partners
43940,City of Malmö,en,1,Assessment includes sectors and/or urban systems
43940,City of Malmö,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
43940,City of Malmö,en,2,Assessment considers nature
43940,City of Malmö,en,2,Assessment considers transition risks
43940,City of Malmö,en,2,Assessment considers vulnerable populations
43940,City of Malmö,en,2,Assessment considers water security
43940,City of Malmö,en,2,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
43940,City of Malmö,en,2,Assessment includes consultation with partners
43940,City of Malmö,en,2,Assessment includes sectors and/or urban systems
43940,City of Malmö,en,3,A process has been established for prioritizing identified hazards
43940,City of Malmö,en,3,A process has been established to update the assessment at least every five years
43940,City of Malmö,en,3,Assessment considers nature
43940,City of Malmö,en,3,Assessment considers transition risks
43940,City of Malmö,en,3,Assessment considers vulnerable populations
43940,City of Malmö,en,3,Assessment considers water security
43940,City of Malmö,en,3,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
43940,City of Malmö,en,3,Assessment includes consultation with partners
43940,City of Malmö,en,3,Assessment includes sectors and/or urban systems
43940,City of Malmö,en,3,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
43940,City of Malmö,en,4,A process has been established for prioritizing identified hazards
43940,City of Malmö,en,4,Assessment considers nature
43940,City of Malmö,en,4,Assessment considers transition risks
43940,City of Malmö,en,4,Assessment considers vulnerable populations
43940,City of Malmö,en,4,Assessment considers water security
43940,City of Malmö,en,4,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
43940,City of Malmö,en,4,Assessment includes consultation with partners
43940,City of Malmö,en,4,Assessment includes sectors and/or urban systems
43940,City of Malmö,en,4,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
46470,Municipality of Vitoria-Gasteiz,en,1,A process has been established for prioritizing identified hazards
46470,Municipality of Vitoria-Gasteiz,en,1,Assessment considers nature
46470,Municipality of Vitoria-Gasteiz,en,1,Assessment considers vulnerable populations
46470,Municipality of Vitoria-Gasteiz,en,1,Assessment considers water security
46470,Municipality of Vitoria-Gasteiz,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
46470,Municipality of Vitoria-Gasteiz,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
46514,City of Porto,en,1,A process has been established for prioritizing identified hazards
46514,City of Porto,en,1,A process has been established to update the assessment at least every five years
46514,City of Porto,en,1,Assessment considers nature
46514,City of Porto,en,1,Assessment considers vulnerable populations
46514,City of Porto,en,1,Assessment considers water security
46514,City of Porto,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
46514,City of Porto,en,1,Assessment includes consultation with partners
46514,City of Porto,en,1,Assessment includes sectors and/or urban systems
46514,City of Porto,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
50154,City of Turku,en,1,A process has been established for prioritizing identified hazards
50154,City of Turku,en,1,A process has been established to update the assessment at least every five years
50154,City of Turku,en,1,Assessment considers nature
50154,City of Turku,en,1,Assessment considers vulnerable populations
50154,City of Turku,en,1,Assessment considers water security
50154,City of Turku,en,1,Assessment includes consultation with partners
50154,City of Turku,en,1,Assessment includes sectors and/or urban systems
50154,City of Turku,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
50669,Municipality of Matosinhos,en,1,A process has been established for prioritizing identified hazards
50669,Municipality of Matosinhos,en,1,A process has been established to update the assessment at least every five years
50669,Municipality of Matosinhos,en,1,Assessment considers nature
50669,Municipality of Matosinhos,en,1,Assessment considers transition risks
50669,Municipality of Matosinhos,en,1,Assessment considers vulnerable populations
50669,Municipality of Matosinhos,en,1,Assessment considers water security
50669,Municipality of Matosinhos,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
50669,Municipality of Matosinhos,en,1,Assessment includes consultation with partners
50669,Municipality of Matosinhos,en,1,Assessment includes sectors and/or urban systems
50669,Municipality of Matosinhos,en,1,Identified hazards have been incorporated into the jurisdiction's overall risk management framework
50678,Municipality of Évora,en,1,A process has been established for prioritizing identified hazards
50678,Municipality of Évora,en,1,A process has been established to update the assessment at least every five years
50678,Municipality of Évora,en,1,Assessment considers nature
50678,Municipality of Évora,en,1,Assessment considers vulnerable populations
50678,Municipality of Évora,en,1,Assessment considers water security
50678,Municipality of Évora,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
50678,Municipality of Évora,en,1,Assessment includes consultation with partners
50678,Municipality of Évora,en,1,Assessment includes sectors and/or urban systems
50680,Municipality of Cascais,en,1,Assessment considers nature
50680,Municipality of Cascais,en,1,Assessment considers vulnerable populations
50680,Municipality of Cascais,en,1,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
50680,Municipality of Cascais,en,1,Assessment includes consultation with partners
50680,Municipality of Cascais,en,1,Assessment includes sectors and/or urban systems
50680,Municipality of Cascais,en,2,A process has been established for prioritizing identified hazards
50680,Municipality of Cascais,en,2,A process has been established to update the assessment at least every five years
50680,Municipality of Cascais,en,2,Assessment considers nature
50680,Municipality of Cascais,en,2,Assessment considers vulnerable populations
50680,Municipality of Cascais,en,2,Assessment considers water security
50680,Municipality of Cascais,en,2,"Assessment includes a high-emissions scenario (i.e., RCP 8.5)"
