Id,Signatory,Language,ClimateRiskAssesmentExists,Title,Subheading,Abstract,Cra_Title,Cra_Abstract,Attachments,Hazards_Title,Hazards_Abstract
55317,County Galway,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
31163,Istanbul Metropolitan Municipality,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
60125,Klaipėda City Municipality,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
74723,Lesser Poland Voivodeship,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
62171,Metropolitan Municipality of Rouen,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
831674,Municipality of Amarante,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
55334,Municipality of Braga,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
826425,Municipality of Caldas da Rainha,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
50680,Municipality of Cascais,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
826429,Municipality of Figueira da Foz,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
55324,Municipality of Guimarães,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
826431,Municipality of Loulé,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
50669,Municipality of Matosinhos,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
54498,Municipality of Murcia,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
31179,Municipality of Rotterdam,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
60127,Municipality of Thessaloniki,en,0,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
19233,Municipality of Torres Vedras,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
826427,Municipality of Valongo,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
46470,Municipality of Vitoria-Gasteiz,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
50678,Municipality of Évora,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
73104,Region of Päijät-Häme,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
54510,Umeå Municipality,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
74673,İzmir Metropolitan Municipality,en,1,Risks and vulnerabilities,"Climate risks emerge from a combination of intersecting factors, including climate hazards, level of exposure, and vulnerability.","Climate risk assessments aim to evaluate present and future risks by combining local and regional data on hazards, exposure, and vulnerability, under current and future climatic scenarios and socio-economic conditions. The outcome of a climate risk assessment is a stronger understanding of key risks, including sectors, systems, and social groups most affected. This evidence can be used as an input for selecting suitable climate adaptation solutions.",Climate Risk Assessment,The CRA conducted considers the following factors:,Attachments,Climate-related hazards & sectors most exposed,Lorem ipsum dolor sit amet consectetur. Quam porta convallis ultrices aliquet. Imperdiet maecenas at velit gravida arcu blandit eget. Etiam tellus vulputate mi vitae bibendum fermentum condimentum facilisis. Amet et sed nunc pretium fames nibh lacus mi magna.
